0.23030E-10 0.10489E-12 0.00000E+01 148981 0 0 8591 0.37310E+15 0.00000E+01 0.23030E-10 0.00000E+01 0.00000E+01 0
1 2.262e-11 3.1335e-12 7.6367 5.5461e-09 2.262e-11
2 2.4001e-11 7.18e-13 2.3323 6.8169e-10 2.4001e-11
3 2.2871e-11 2.771e-13 1.3358 2.987e-10 2.2871e-11
4 2.5058e-11 3.2496e-12 7.1491 4.1505e-09 2.5058e-11
5 2.3664e-11 7.3236e-13 2.4128 8.2884e-10 2.3664e-11
6 2.3317e-11 3.1033e-13 1.4674 5.1109e-10 2.3317e-11
7 2.0127e-11 2.4067e-12 6.5918 2.6405e-09 2.0127e-11
8 2.3026e-11 7.4826e-13 2.5334 1.0139e-09 2.3026e-11
9 2.3051e-11 2.9193e-13 1.3963 3.4631e-10 2.3051e-11
10 2.1682e-11 2.4969e-12 6.3484 2.5889e-09 2.1682e-11
11 2.2731e-11 7.114e-13 2.4399 9.8988e-10 2.2731e-11
12 2.3015e-11 2.8942e-13 1.3865 3.0667e-10 2.3015e-11
13 2.7993e-11 3.7677e-12 7.4198 5.2996e-09 2.7993e-11
14 2.2217e-11 6.579e-13 2.3087 6.9394e-10 2.2217e-11
15 2.2768e-11 2.9331e-13 1.4203 3.6668e-10 2.2768e-11
16 2.2195e-11 2.8983e-12 7.1986 3.8585e-09 2.2195e-11
17 2.3243e-11 7.634e-13 2.5606 1.3659e-09 2.3243e-11
18 2.2828e-11 3.0517e-13 1.4739 4.179e-10 2.2828e-11
19 2.0584e-11 2.793e-12 7.48 4.6609e-09 2.0584e-11
20 2.353e-11 6.9594e-13 2.3058 7.1761e-10 2.353e-11
21 2.3177e-11 2.8801e-13 1.3701 3.3261e-10 2.3177e-11
<lo_statistics>
<cumulated_time> 7.4091 </cumulated_time>
</lo_statistics>
