0.11209E-07 0.70014E-10 0.00000E+01 265030 0 0 5658 0.50130E+12 0.00000E+01 0.11191E-07 0.00000E+01 0.00000E+01 0
1 1.1427e-08 2.2003e-10 2.7232 8.3823e-07 1.1375e-08
2 1.2888e-08 1.5305e-09 23.75 6.0999e-05 1.2865e-08
3 1.149e-08 1.0032e-10 2.4696 2.4125e-06 1.1475e-08
4 1.0672e-08 9.5484e-10 6.3264 2.0289e-06 1.0665e-08
5 1.0795e-08 3.5359e-10 3.2756 1.1402e-06 1.0772e-08
6 1.101e-08 1.8464e-10 2.3716 5.642e-07 1.1008e-08
7 1.132e-08 3.7593e-10 3.3208 1.3052e-06 1.1318e-08
8 1.1346e-08 2.0598e-10 2.5674 1.1969e-06 1.1303e-08
9 1.1113e-08 1.1818e-10 2.1269 5.8037e-07 1.109e-08
<lo_statistics>
<cumulated_time> 6.751446 </cumulated_time>
</lo_statistics>
