0.10748E-06 0.79915E-09 0.00000E+01 105030 0 0 4192 0.39100E+11 0.00000E+01 0.10700E-06 0.00000E+01 0.00000E+01 0
1 1.1269e-07 1.3317e-08 8.3562 5.1125e-05 8.9084e-08
2 1.0497e-07 2.8778e-09 2.7415 4.2515e-06 1.0482e-07
3 1.0541e-07 1.5349e-09 2.0594 4.4135e-06 1.0476e-07
4 1.0806e-07 1.0342e-08 6.7678 2.4793e-05 1.0803e-07
5 1.0445e-07 3.1336e-09 3.0001 7.6093e-06 1.0438e-07
6 1.0911e-07 1.6664e-09 2.1599 4.9696e-06 1.0892e-07
7 1.1589e-07 1.0328e-08 6.3019 2.2491e-05 1.1545e-07
8 1.0942e-07 2.9618e-09 2.707 3.7715e-06 1.0875e-07
9 1.0858e-07 1.5253e-09 1.9867 2.3511e-06 1.0814e-07
<lo_statistics>
<cumulated_time> 2.9604099999999995 </cumulated_time>
</lo_statistics>
