0.11628E-09 0.54451E-12 0.00000E+01 215094 0 0 12567 0.10800E+15 0.00000E+01 0.11623E-09 0.00000E+01 0.00000E+01 0
1 9.9349e-11 1.1179e-11 5.9456 9.2971e-09 9.9345e-11
2 1.1338e-10 3.6435e-12 2.4014 3.3349e-09 1.1337e-10
3 1.1589e-10 1.5446e-12 1.4085 1.6613e-09 1.1588e-10
4 1.0997e-10 1.282e-11 6.1599 1.1956e-08 1.0997e-10
5 1.1386e-10 3.5555e-12 2.3335 4.71e-09 1.1385e-10
6 1.1787e-10 1.6121e-12 1.4454 2.1814e-09 1.178e-10
7 1.1914e-10 1.4748e-11 6.5404 1.8282e-08 1.1914e-10
8 1.2125e-10 3.793e-12 2.3377 5.5196e-09 1.2125e-10
9 1.1662e-10 1.5964e-12 1.4466 2.7554e-09 1.1662e-10
10 1.1978e-10 1.4312e-11 6.3135 1.4278e-08 1.1311e-10
11 1.1456e-10 3.6821e-12 2.4018 4.3042e-09 1.1456e-10
12 1.1809e-10 1.6261e-12 1.4552 1.9717e-09 1.1804e-10
13 1.3524e-10 2.0034e-11 7.8277 2.7213e-08 1.3524e-10
14 1.152e-10 3.9031e-12 2.5318 5.6771e-09 1.1509e-10
15 1.1714e-10 1.7374e-12 1.5674 2.1089e-09 1.1708e-10
16 1.1792e-10 1.4885e-11 6.67 1.6823e-08 1.1792e-10
17 1.1598e-10 3.5543e-12 2.29 3.9154e-09 1.1589e-10
18 1.1665e-10 1.6114e-12 1.4598 1.9756e-09 1.1664e-10
19 1.2744e-10 1.624e-11 6.7334 2.0361e-08 1.2744e-10
20 1.1618e-10 3.567e-12 2.2943 3.3772e-09 1.1616e-10
21 1.1565e-10 1.6404e-12 1.499 2.0181e-09 1.1544e-10
22 1.3825e-10 1.9683e-11 7.5226 2.2352e-08 1.3825e-10
23 1.1072e-10 3.3259e-12 2.2447 3.0316e-09 1.1067e-10
24 1.1634e-10 1.6233e-12 1.4745 2.6622e-09 1.1622e-10
25 9.0902e-11 1.0368e-11 6.0268 1.0664e-08 9.0902e-11
26 1.1261e-10 3.6842e-12 2.4449 4.3459e-09 1.126e-10
27 1.1648e-10 1.6181e-12 1.4681 1.6946e-09 1.1647e-10
28 1.1125e-10 1.5293e-11 7.2636 2.116e-08 1.1125e-10
29 1.2637e-10 4.3008e-12 2.5433 5.6351e-09 1.2634e-10
30 1.1535e-10 1.6483e-12 1.5101 2.063e-09 1.1532e-10
31 1.0494e-10 1.0915e-11 5.4959 9.3375e-09 1.0494e-10
32 1.1203e-10 3.5121e-12 2.3425 3.8883e-09 1.1203e-10
33 1.1486e-10 1.6395e-12 1.5084 2.6852e-09 1.1485e-10
<lo_statistics>
<cumulated_time> 11.023058999999998 </cumulated_time>
</lo_statistics>
