0.10154E-06 0.61295E-09 0.00000E+01 345030 0 0 6943 0.67810E+11 0.00000E+01 0.10095E-06 0.00000E+01 0.00000E+01 0
1 1.0284e-07 1.9803e-09 2.7232 7.5441e-06 1.0237e-07
2 1.1598e-07 1.3766e-08 23.737 0.00054864 1.1578e-07
3 1.0354e-07 9.1077e-10 2.488 1.8868e-05 1.0306e-07
4 9.6052e-08 8.5936e-09 6.3264 1.826e-05 9.5985e-08
5 9.7227e-08 3.2073e-09 3.2988 1.0258e-05 9.7026e-08
6 9.8947e-08 1.6568e-09 2.368 4.8942e-06 9.8883e-08
7 1.0221e-07 1.8441e-09 2.5515 9.2543e-06 1.0104e-07
8 1.1592e-07 1.5921e-08 27.468 0.00063548 1.1575e-07
9 1.0265e-07 8.4916e-10 2.3398 2.6094e-05 1.0146e-07
<lo_statistics>
<cumulated_time> 8.687251 </cumulated_time>
</lo_statistics>
