0.22932E-10 0.10234E-12 0.00000E+01 239984 0 0 13687 0.59690E+15 0.00000E+01 0.22932E-10 0.00000E+01 0.00000E+01 0
1 2.0698e-11 2.3887e-12 7.5539 5.2799e-09 2.0698e-11
2 2.3554e-11 6.9852e-13 2.7451 1.4448e-09 2.3554e-11
3 2.3017e-11 2.7e-13 1.5356 6.0777e-10 2.3017e-11
4 2.4426e-11 2.8746e-12 7.7027 4.8262e-09 2.4426e-11
5 2.3057e-11 5.8526e-13 2.3495 1.0641e-09 2.3057e-11
6 2.2845e-11 2.375e-13 1.3609 3.2993e-10 2.2845e-11
7 2.0034e-11 2.304e-12 7.5273 4.1351e-09 2.0034e-11
8 2.2727e-11 5.855e-13 2.3846 8.7175e-10 2.2727e-11
9 2.2358e-11 2.5048e-13 1.4665 3.9082e-10 2.2358e-11
10 2.7528e-11 3.0559e-12 7.2659 4.9186e-09 2.7528e-11
11 2.296e-11 5.5788e-13 2.249 1.0776e-09 2.296e-11
12 2.3402e-11 2.574e-13 1.4398 4.489e-10 2.3402e-11
13 2.2779e-11 2.6592e-12 7.6408 5.3567e-09 2.2779e-11
14 2.2482e-11 5.4499e-13 2.2438 6.4318e-10 2.2482e-11
15 2.3161e-11 2.3888e-13 1.3501 3.1595e-10 2.3161e-11
16 2.2894e-11 2.1866e-12 6.2514 2.8611e-09 2.2894e-11
17 2.304e-11 5.7725e-13 2.3191 9.0742e-10 2.304e-11
18 2.2704e-11 2.3281e-13 1.3423 3.3845e-10 2.2704e-11
19 1.6312e-11 1.9212e-12 7.7088 3.5321e-09 1.6312e-11
20 2.3075e-11 5.9465e-13 2.3854 8.8556e-10 2.3075e-11
21 2.2679e-11 2.4927e-13 1.4388 3.7505e-10 2.2679e-11
22 2.3179e-11 2.4955e-12 7.0468 5.3778e-09 2.3179e-11
23 2.3314e-11 5.6718e-13 2.2519 9.278e-10 2.3314e-11
24 2.323e-11 2.4121e-13 1.3592 3.4669e-10 2.323e-11
<lo_statistics>
<cumulated_time> 11.042339000000002 </cumulated_time>
</lo_statistics>
