0.29128E-07 0.17214E-09 0.00000E+01 175050 0 0 8085 0.27780E+12 0.00000E+01 0.29050E-07 0.00000E+01 0.00000E+01 0
1 3.0264e-08 3.6584e-09 8.5477 9.0899e-06 3.0253e-08
2 2.9684e-08 8.9984e-10 3.0314 1.8437e-06 2.951e-08
3 2.9135e-08 3.238e-10 1.5717 6.596e-07 2.9098e-08
4 3.0479e-08 3.9952e-09 9.2688 8.3119e-06 3.0409e-08
5 2.9626e-08 1.0952e-09 3.6967 3.0112e-06 2.9582e-08
6 2.8942e-08 3.8127e-10 1.863 7.7558e-07 2.8901e-08
7 2.4487e-08 3.2526e-09 9.3926 8.1113e-06 2.4486e-08
8 3.0125e-08 1.0073e-09 3.3436 2.0095e-06 3.0055e-08
9 2.8818e-08 3.426e-10 1.6813 7.2674e-07 2.8695e-08
10 3.2807e-08 5.2457e-09 11.306 1.3722e-05 3.2681e-08
11 2.8509e-08 8.5418e-10 2.9961 2.715e-06 2.8412e-08
12 2.916e-08 3.4579e-10 1.677 7.4219e-07 2.9052e-08
13 2.428e-08 3.5099e-09 10.222 9.1928e-06 2.4227e-08
14 2.8482e-08 1.0124e-09 3.5544 2.0787e-06 2.8442e-08
15 2.958e-08 4.3012e-10 2.0564 1.2118e-06 2.9499e-08
<lo_statistics>
<cumulated_time> 4.757921 </cumulated_time>
</lo_statistics>
