0.57586E-07 0.18812E-09 0.00000E+01 385110 0 0 22166 0.38510E+12 0.00000E+01 0.57395E-07 0.00000E+01 0.00000E+01 0
1 4.8004e-08 4.4669e-09 6.5797 7.659e-06 4.7993e-08
2 5.8952e-08 1.3045e-09 2.2129 1.6795e-06 5.878e-08
3 5.717e-08 5.9766e-10 1.4784 3.1105e-06 5.7066e-08
4 5.6074e-08 5.5447e-09 6.992 8.9437e-06 5.6008e-08
5 5.8936e-08 1.3438e-09 2.2801 1.7384e-06 5.878e-08
6 5.818e-08 5.8267e-10 1.4163 2.2888e-06 5.7978e-08
7 6.0764e-08 6.2559e-09 7.2798 1.083e-05 6.0764e-08
8 5.7512e-08 1.3653e-09 2.3739 2.7105e-06 5.7433e-08
9 5.8776e-08 6.2015e-10 1.4921 2.8049e-06 5.8655e-08
10 6.2673e-08 5.8461e-09 6.5959 9.019e-06 6.2501e-08
11 5.5511e-08 1.2411e-09 2.2359 3.0954e-06 5.5356e-08
12 5.8526e-08 5.9509e-10 1.438 1.3475e-06 5.8248e-08
13 5.5893e-08 4.8292e-09 6.1095 5.5016e-06 5.571e-08
14 5.7892e-08 1.4397e-09 2.4869 2.1033e-06 5.7749e-08
15 5.769e-08 6.5355e-10 1.6021 1.2712e-06 5.7469e-08
16 6.2926e-08 6.2592e-09 7.0336 1.2256e-05 6.255e-08
17 5.7763e-08 1.2202e-09 2.1124 1.354e-06 5.7599e-08
18 5.7637e-08 5.423e-10 1.3306 7.5507e-07 5.7569e-08
19 5.2007e-08 5.3167e-09 7.2288 9.5658e-06 5.1661e-08
20 5.6419e-08 1.1995e-09 2.1261 1.4163e-06 5.6364e-08
21 5.7014e-08 5.3586e-10 1.3292 7.8994e-07 5.6955e-08
22 5.7131e-08 7.0984e-09 8.7857 1.6937e-05 5.7126e-08
23 5.6626e-08 1.4659e-09 2.5888 2.8866e-06 5.6275e-08
24 5.7311e-08 6.6354e-10 1.6374 1.3779e-06 5.7168e-08
25 5.3233e-08 5.1825e-09 6.884 9.466e-06 5.3232e-08
26 5.6938e-08 1.2903e-09 2.2661 2.0251e-06 5.6749e-08
27 5.7265e-08 6.0436e-10 1.4925 4.8665e-06 5.6686e-08
28 5.4847e-08 5.2816e-09 6.8093 1.2219e-05 5.3966e-08
29 5.8726e-08 1.3194e-09 2.2466 1.6311e-06 5.8675e-08
30 5.7221e-08 5.8891e-10 1.4555 4.2701e-06 5.695e-08
31 5.8087e-08 5.1111e-09 6.2219 6.9378e-06 5.8078e-08
32 5.6374e-08 1.2521e-09 2.221 1.5744e-06 5.6309e-08
33 5.7134e-08 5.5567e-10 1.3754 1.2355e-06 5.696e-08
<lo_statistics>
<cumulated_time> 10.685784 </cumulated_time>
</lo_statistics>
