0.37415E-10 0.15370E-12 0.00000E+01 296360 0 0 16678 0.44570E+15 0.00000E+01 0.37392E-10 0.00000E+01 0.00000E+01 0
1 4.3841e-11 5.4856e-12 7.1001 6.5687e-09 4.3841e-11
2 3.7913e-11 1.1031e-12 2.3348 1.6063e-09 3.7913e-11
3 3.6752e-11 4.591e-13 1.4177 7.3467e-10 3.6751e-11
4 3.8356e-11 4.0281e-12 5.9592 4.0123e-09 3.8356e-11
5 3.6759e-11 1.0378e-12 2.2655 1.3458e-09 3.6758e-11
6 3.7147e-11 4.3371e-13 1.3251 4.379e-10 3.7145e-11
7 4.4468e-11 5.5004e-12 7.0191 7.2874e-09 4.4452e-11
8 3.6264e-11 9.3518e-13 2.0695 9.8074e-10 3.6034e-11
9 3.6987e-11 4.165e-13 1.278 4.354e-10 3.6985e-11
10 3.9828e-11 4.8476e-12 6.9065 6.5872e-09 3.9825e-11
11 3.606e-11 9.8168e-13 2.1847 9.9067e-10 3.605e-11
12 3.8415e-11 4.5992e-13 1.3587 1.5187e-09 3.8178e-11
13 4.0467e-11 5.5053e-12 7.7199 9.625e-09 4.0467e-11
14 3.8231e-11 1.1088e-12 2.3274 1.2378e-09 3.8226e-11
15 3.7857e-11 4.762e-13 1.4276 5.8407e-10 3.785e-11
16 2.9659e-11 3.2242e-12 6.1686 2.8894e-09 2.9659e-11
17 3.7973e-11 1.1669e-12 2.466 1.974e-09 3.7972e-11
18 3.8514e-11 5.1749e-13 1.5249 7.0284e-10 3.8512e-11
19 3.5557e-11 4.2665e-12 6.8089 5.7712e-09 3.5556e-11
20 3.7702e-11 1.0412e-12 2.2161 1.0153e-09 3.7702e-11
21 3.696e-11 4.5722e-13 1.4039 4.9115e-10 3.6953e-11
22 4.3155e-11 5.3485e-12 7.0329 8.7963e-09 4.3118e-11
23 3.7856e-11 1.3095e-12 2.776 2.5549e-09 3.7855e-11
24 3.7195e-11 5.2189e-13 1.5924 7.0153e-10 3.7182e-11
25 3.5317e-11 4.7387e-12 7.6138 8.6512e-09 3.5317e-11
26 3.9092e-11 1.1266e-12 2.3127 2.3274e-09 3.9092e-11
27 3.7111e-11 4.656e-13 1.4238 9.5033e-10 3.711e-11
28 3.2525e-11 3.6578e-12 6.3816 4.7125e-09 3.2523e-11
29 3.8222e-11 1.1321e-12 2.377 1.1282e-09 3.8218e-11
30 3.6879e-11 4.4788e-13 1.3783 5.029e-10 3.6877e-11
31 3.4718e-11 3.9416e-12 6.4423 6.4043e-09 3.4716e-11
32 3.8326e-11 1.0444e-12 2.1867 1.4003e-09 3.8324e-11
33 3.7393e-11 4.4619e-13 1.3542 5.7583e-10 3.7389e-11
34 3.5842e-11 1.367e-12 3.0607 3.288e-09 3.5828e-11
35 3.8833e-11 7.0351e-13 2.056 1.3674e-09 3.8829e-11
36 3.6921e-11 3.6586e-13 1.5904 7.4329e-10 3.692e-11
<lo_statistics>
<cumulated_time> 14.787158 </cumulated_time>
</lo_statistics>
