0.76361E-10 0.35185E-12 0.00000E+01 199496 0 0 10745 0.14070E+15 0.00000E+01 0.76259E-10 0.00000E+01 0.00000E+01 0
1 9.168e-11 1.2927e-11 8.4139 1.8947e-08 9.1672e-11
2 7.6317e-11 2.4425e-12 2.7009 5.7946e-09 7.6305e-11
3 7.7363e-11 1.0622e-12 1.6386 4.3885e-09 7.6721e-11
4 7.9363e-11 9.7936e-12 7.364 9.8842e-09 7.9351e-11
5 7.4531e-11 2.5509e-12 2.8885 3.984e-09 7.4512e-11
6 7.6345e-11 1.0539e-12 1.6475 1.6146e-09 7.6329e-11
7 7.7154e-11 1.1188e-11 8.6529 1.9031e-08 7.7143e-11
8 7.4793e-11 2.3642e-12 2.6676 3.3682e-09 7.4773e-11
9 7.5868e-11 1.0236e-12 1.6103 2.0454e-09 7.5837e-11
10 9.0938e-11 1.2592e-11 8.2629 1.571e-08 9.0935e-11
11 7.8531e-11 2.7527e-12 2.9582 6.2114e-09 7.852e-11
12 7.6321e-11 1.0677e-12 1.6696 1.9168e-09 7.6267e-11
13 7.4803e-11 1.003e-11 8.0015 1.744e-08 7.4747e-11
14 7.4814e-11 2.3557e-12 2.6572 3.7011e-09 7.4636e-11
15 7.6215e-11 1.0412e-12 1.6305 1.4167e-09 7.6135e-11
16 6.7147e-11 8.1295e-12 7.2248 8.8941e-09 6.7136e-11
17 7.8531e-11 2.4859e-12 2.6714 4.6499e-09 7.8512e-11
18 7.677e-11 1.0501e-12 1.6326 2.5309e-09 7.6739e-11
19 7.7069e-11 1.1621e-11 8.9977 1.735e-08 7.7054e-11
20 7.1695e-11 2.7128e-12 3.1932 6.7236e-09 7.1675e-11
21 7.6124e-11 1.1691e-12 1.8329 2.4183e-09 7.6071e-11
22 6.9926e-11 9.5117e-12 8.1171 1.5318e-08 6.9912e-11
23 7.3694e-11 2.6775e-12 3.0662 5.884e-09 7.3683e-11
24 7.7083e-11 1.1195e-12 1.7334 2.0405e-09 7.7072e-11
<lo_statistics>
<cumulated_time> 9.494734999999999 </cumulated_time>
</lo_statistics>
