0.12356E-08 0.51071E-11 0.00000E+01 214796 0 0 12104 0.97790E+13 0.00000E+01 0.12356E-08 0.00000E+01 0.00000E+01 0
1 1.3144e-09 4.8175e-11 2.4773 4.8429e-08 1.3143e-09
2 1.256e-09 2.0211e-11 1.5381 2.7901e-08 1.2559e-09
3 1.2349e-09 1.1176e-11 1.2234 1.5026e-08 1.2348e-09
4 9.9005e-10 1.2215e-10 5.8963 1.3838e-07 9.9005e-10
5 1.2666e-09 4.277e-11 2.2823 5.1952e-08 1.2665e-09
6 1.2262e-09 1.7748e-11 1.3835 1.9551e-08 1.2262e-09
7 1.2775e-09 1.6874e-10 6.3125 1.6868e-07 1.2775e-09
8 1.2288e-09 4.1406e-11 2.2773 4.2051e-08 1.2288e-09
9 1.2351e-09 1.9667e-11 1.522 2.5448e-08 1.2351e-09
10 1.2644e-09 4.7051e-11 2.5151 5.0319e-08 1.2644e-09
11 1.2522e-09 2.5748e-11 1.9654 1.4074e-07 1.2522e-09
12 1.2348e-09 1.1251e-11 1.2317 1.7924e-08 1.2347e-09
13 1.1583e-09 1.5471e-10 6.3834 2.1959e-07 1.1583e-09
14 1.2338e-09 4.3614e-11 2.3891 4.1993e-08 1.2338e-09
15 1.2598e-09 1.9415e-11 1.4731 2.0012e-08 1.2598e-09
16 1.2941e-09 4.1918e-11 2.1892 4.3105e-08 1.2941e-09
17 1.2305e-09 1.7614e-11 1.3682 2.1002e-08 1.2305e-09
18 1.2465e-09 9.6781e-12 1.0495 1.107e-08 1.2464e-09
19 1.348e-09 1.6542e-10 5.8647 1.6845e-07 1.348e-09
20 1.1955e-09 3.906e-11 2.2082 3.5488e-08 1.1955e-09
21 1.2324e-09 1.7001e-11 1.3186 1.3341e-08 1.2324e-09
22 1.4447e-09 1.6118e-10 5.332 1.3306e-07 1.4447e-09
23 1.2375e-09 4.1749e-11 2.2801 5.993e-08 1.2375e-09
24 1.2231e-09 1.7055e-11 1.3328 2.1872e-08 1.2231e-09
25 1.3808e-09 1.731e-10 5.9911 1.7472e-07 1.3808e-09
26 1.2433e-09 4.227e-11 2.2978 3.8304e-08 1.2433e-09
27 1.2341e-09 1.8149e-11 1.4056 1.7026e-08 1.2341e-09
28 1.1947e-09 1.8142e-10 7.2577 2.5998e-07 1.1947e-09
29 1.2239e-09 4.252e-11 2.348 4.2627e-08 1.2239e-09
30 1.2153e-09 1.8763e-11 1.4757 2.7192e-08 1.2153e-09
<lo_statistics>
<cumulated_time> 7.62411 </cumulated_time>
</lo_statistics>
