0.77008E-10 0.33114E-12 0.00000E+01 238160 0 0 12608 0.16400E+15 0.00000E+01 0.76935E-10 0.00000E+01 0.00000E+01 0
1 7.4844e-11 1.0703e-11 8.7219 1.8233e-08 7.484e-11
2 7.5698e-11 2.4412e-12 2.7817 3.9234e-09 7.5451e-11
3 7.7518e-11 1.0737e-12 1.6896 1.9504e-09 7.7472e-11
4 8.1889e-11 1.0379e-11 7.7306 1.6997e-08 8.1889e-11
5 7.9448e-11 2.6943e-12 2.9252 5.5944e-09 7.8605e-11
6 7.6968e-11 9.6863e-13 1.5351 1.3258e-09 7.6924e-11
7 6.4334e-11 1.0553e-11 10.004 2.0461e-08 6.433e-11
8 7.6464e-11 2.7274e-12 3.0766 5.93e-09 7.644e-11
9 7.9358e-11 1.1147e-12 1.7135 2.0329e-09 7.9297e-11
10 7.6672e-11 9.8827e-12 7.8616 1.1432e-08 7.6594e-11
11 7.4454e-11 2.4078e-12 2.7894 5.0164e-09 7.4433e-11
12 7.6462e-11 9.7127e-13 1.5495 1.5252e-09 7.6428e-11
13 7.0592e-11 1.1518e-11 9.9519 2.1703e-08 7.059e-11
14 7.5429e-11 2.3618e-12 2.7008 3.1252e-09 7.5368e-11
15 7.7773e-11 9.7344e-13 1.5268 1.9093e-09 7.773e-11
16 7.0283e-11 9.5049e-12 8.2484 1.5453e-08 7.0281e-11
17 7.4971e-11 2.4559e-12 2.8255 3.3169e-09 7.4955e-11
18 7.7435e-11 1.0042e-12 1.582 1.437e-09 7.7385e-11
19 6.7828e-11 1.1139e-11 10.017 2.7905e-08 6.7823e-11
20 7.508e-11 2.5279e-12 2.9041 4.1719e-09 7.4987e-11
21 7.5853e-11 1.0861e-12 1.7466 2.7028e-09 7.5799e-11
22 7.5539e-11 2.2989e-12 2.6251 3.2339e-09 7.5462e-11
23 8.3534e-11 7.2869e-12 10.641 1.0758e-07 6.9021e-11
24 7.6311e-11 5.3014e-13 1.1984 9.536e-10 7.6275e-11
<lo_statistics>
<cumulated_time> 11.175097999999998 </cumulated_time>
</lo_statistics>
