0.95453E-06 0.59864E-08 0.00000E+01 180040 0 0 5212 0.54600E+10 0.00000E+01 0.95449E-06 0.00000E+01 0.00000E+01 0
1 1.0136e-06 8.2116e-08 5.7284 0.00010808 1.0136e-06
2 9.4874e-07 2.6629e-08 2.8068 6.1334e-05 9.487e-07
3 9.5935e-07 1.4116e-08 2.0808 3.012e-05 9.593e-07
4 9.2208e-07 3.2532e-08 3.5281 9.8983e-05 9.2205e-07
5 9.7782e-07 2.1258e-08 3.0745 9.5339e-05 9.7779e-07
6 9.5381e-07 1.3421e-08 2.8141 8.8386e-05 9.5376e-07
7 9.6696e-07 8.7585e-08 6.4048 0.00016047 9.6693e-07
8 9.6671e-07 3.0491e-08 3.1541 7.6715e-05 9.6666e-07
9 9.4023e-07 1.4917e-08 2.2437 4.1813e-05 9.4017e-07
10 9.0799e-07 7.3626e-08 5.7337 9.9217e-05 9.0794e-07
11 9.8085e-07 2.4854e-08 2.5339 4.1715e-05 9.8083e-07
12 9.5136e-07 1.2452e-08 1.851 2.1985e-05 9.5133e-07
<lo_statistics>
<cumulated_time> 4.9287279999999996 </cumulated_time>
</lo_statistics>
